filename,chroma_stft_mean,chroma_stft_var,chroma_stft_std,rmse_mean,rmse_var,rmse_std,spectral_centroid_mean,spectral_centroid_var,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_bandwidth_std,rolloff_mean,rolloff_var,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_var,zero_crossing_rate_std,mfcc_mean1,mfcc_mean2,mfcc_mean3,mfcc_mean4,mfcc_mean5,mfcc_mean6,mfcc_mean7,mfcc_mean8,mfcc_mean9,mfcc_mean10,mfcc_mean11,mfcc_mean12,mfcc_mean13,mfcc_mean14,mfcc_mean15,mfcc_mean16,mfcc_mean17,mfcc_mean18,mfcc_mean19,mfcc_mean20,mfcc_var1,mfcc_var2,mfcc_var3,mfcc_var4,mfcc_var5,mfcc_var6,mfcc_var7,mfcc_var8,mfcc_var9,mfcc_var10,mfcc_var11,mfcc_var12,mfcc_var13,mfcc_var14,mfcc_var15,mfcc_var16,mfcc_var17,mfcc_var18,mfcc_var19,mfcc_var20,mfcc_std1,mfcc_std2,mfcc_std3,mfcc_std4,mfcc_std5,mfcc_std6,mfcc_std7,mfcc_std8,mfcc_std9,mfcc_std10,mfcc_std11,mfcc_std12,mfcc_std13,mfcc_std14,mfcc_std15,mfcc_std16,mfcc_std17,mfcc_std18,mfcc_std19,mfcc_std20,label
blues.00000.wav,0.36190029978752136,0.10682480037212372,0.3268406391143799,0.13022463023662567,0.002828888827934861,0.0531872995197773,1784.4204464946633,129789.68923751013,360.2633609423946,2002.6501916232635,85897.03718876276,293.08196326072806,3806.4853160373937,901661.9262782969,949.5588061190823,0.08306639113293343,0.0007667342953635373,0.02768996741355138,-113.59674835205078,121.55729675292969,-19.158824920654297,42.35103225708008,-6.376458168029785,18.61887550354004,-13.697911262512207,15.34463119506836,-12.285266876220703,10.980491638183594,-8.324324607849121,8.8106689453125,-3.667368173599243,5.751690864562988,-5.162762641906738,0.7509478330612183,-1.691937804222107,-0.40995264053344727,-2.300208806991577,1.2199286222457886,2565.302978515625,295.8712463378906,235.64649963378906,150.91835021972656,167.88644409179688,89.22325134277344,67.65120697021484,68.98213195800781,82.11292266845703,63.417606353759766,61.813262939453125,51.228363037109375,41.24464416503906,40.565147399902344,49.81392288208008,52.45919418334961,36.5506706237793,41.64278030395508,55.095062255859375,46.97130584716797,50.64881896972656,17.200908660888672,15.350781440734863,12.284882545471191,12.957099914550781,9.445805549621582,8.225035667419434,8.305548667907715,9.061617851257324,7.963517189025879,7.862141132354736,7.1573991775512695,6.422199249267578,6.369077205657959,7.057898044586182,7.2428717613220215,6.045714855194092,6.453121662139893,7.422605037689209,6.8535614013671875,blues
blues.00001.wav,0.45963403582572937,0.1424689143896103,0.377450555562973,0.09591842442750931,0.0023734590504318476,0.0487181581556797,1529.8353159300755,375984.02392212057,613.1753614767317,2038.6175789692213,213794.46283276743,462.3791332151219,3548.8202074363876,2976486.368287789,1725.2496539016577,0.056044256724071206,0.0014485033470784323,0.03805920843998772,-207.55679321289062,124.00672149658203,8.930560111999512,35.87468719482422,2.91603684425354,21.523725509643555,-8.554703712463379,23.358671188354492,-10.103616714477539,11.903742790222168,-5.560388088226318,5.376802921295166,-2.2391197681427,4.216963291168213,-6.01227331161499,0.9361094236373901,-0.7165372371673584,0.29387590289115906,-0.28743085265159607,0.5315728187561035,7766.62158203125,560.4503784179688,572.6095581054688,264.71014404296875,280.0907897949219,156.44509887695312,200.9989776611328,142.48057556152344,166.27392578125,104.447509765625,105.31875610351562,96.28242492675781,64.88907623291016,73.18765258789062,52.46776580810547,55.36493682861328,60.10706329345703,48.15721893310547,51.128482818603516,45.82505416870117,88.1284408569336,23.6738338470459,23.929262161254883,16.269914627075195,16.735912322998047,12.507801055908203,14.177411079406738,11.936522483825684,12.89472484588623,10.219956398010254,10.262493133544922,9.812360763549805,8.055376052856445,8.554978370666504,7.243463516235352,7.440762042999268,7.752874374389648,6.939540386199951,7.150418281555176,6.769420623779297,blues
blues.00002.wav,0.27277871966362,0.04467849060893059,0.21137286722660065,0.17557303607463837,0.002748201135545969,0.05242328718304634,1552.4819582458863,156526.31771468787,395.6340704675065,1747.1659849613065,76046.70723997138,275.7656745136555,3040.514947755418,783115.9364037296,884.9383800037886,0.07630074799245357,0.0010072891555751452,0.031737819011002394,-90.75438690185547,140.45989990234375,-29.109968185424805,31.68901252746582,-13.987035751342773,25.754758834838867,-13.649584770202637,11.629270553588867,-11.78058910369873,9.706441879272461,-13.1231107711792,5.789265155792236,-8.905223846435547,-1.0837198495864868,-9.218358993530273,2.455806016921997,-7.726901054382324,-1.815722942352295,-3.433434247970581,-2.2268214225769043,3320.7314453125,508.9714660644531,411.78338623046875,144.17306518554688,155.65103149414062,74.51071166992188,106.8050537109375,106.580810546875,65.58233642578125,67.82511138916016,57.706607818603516,64.5298080444336,60.437564849853516,57.722618103027344,36.48627471923828,40.611087799072266,47.67552185058594,52.42510986328125,46.624176025390625,30.5761775970459,57.625789642333984,22.560396194458008,20.29244613647461,12.007208824157715,12.476017951965332,8.631958961486816,10.3346529006958,10.323798179626465,8.098292350769043,8.235600471496582,7.596486568450928,8.033044815063477,7.774159908294678,7.597540378570557,6.040387153625488,6.372683048248291,6.9047465324401855,7.240518569946289,6.828189849853516,5.5295729637146,blues
blues.00003.wav,0.3405191898345947,0.06230706721544266,0.24961383640766144,0.14119118452072144,0.006338794250041246,0.07961654663085938,1070.1199533246056,184498.41834759523,429.5327907710833,1596.333947762686,166561.56481065875,408.1195472048095,2185.028454098539,1494250.010769591,1222.39519418623,0.03330894446594427,0.0004230743810646026,0.02056877198727728,-199.43115234375,150.09921264648438,5.647593021392822,26.87192726135254,1.754461646080017,14.2383451461792,-4.830882549285889,9.297966003417969,-0.7577416300773621,8.149012565612793,-3.1963140964508057,6.087676525115967,-2.4764208793640137,-1.0738900899887085,-2.8747777938842773,0.7809770703315735,-3.316932439804077,0.637981653213501,-0.6196900010108948,-3.408233404159546,5495.27294921875,456.7778625488281,257.06549072265625,158.17620849609375,267.8711242675781,126.86836242675781,156.0311279296875,81.15968322753906,92.17922973632812,71.20560455322266,110.29910278320312,48.19771194458008,56.8217887878418,62.299644470214844,51.672237396240234,44.46013641357422,50.23436737060547,37.34498977661133,37.29871368408203,31.97684669494629,74.13011169433594,21.37236213684082,16.033262252807617,12.576812744140625,16.366769790649414,11.263586044311523,12.491242408752441,9.008867263793945,9.601001739501953,8.43834114074707,10.502338409423828,6.94245719909668,7.538022994995117,7.893012523651123,7.188340187072754,6.667843341827393,7.087620735168457,6.11105489730835,6.107267379760742,5.6548075675964355,blues
blues.00004.wav,0.19272810220718384,0.03814852982759476,0.19531649351119995,0.09156321734189987,0.002303641987964511,0.04799627140164375,1835.4946028033319,343350.8420071663,585.9614680225708,1748.3624480992835,88466.01331545186,297.4323676324617,3580.945013182082,1572304.494366614,1253.9156647743953,0.1015001421004257,0.001953508818485157,0.044198516021300496,-160.2660369873047,126.19880676269531,-35.60544967651367,22.153301239013672,-32.4892692565918,10.864513397216797,-23.357929229736328,0.5031179189682007,-11.805832862854004,1.2068049907684326,-13.083821296691895,-2.8063836097717285,-6.9341230392456055,-7.558618068695068,-9.173553466796875,-4.51216459274292,-5.453538417816162,-0.9241607785224915,-4.409332752227783,-11.703781127929688,5192.85205078125,853.8751831054688,333.6498718261719,193.54702758789062,336.4000244140625,134.73968505859375,93.29313659667969,124.73766326904297,129.97373962402344,99.75413513183594,80.32395935058594,86.45952606201172,89.62194061279297,70.95481872558594,75.73992919921875,86.03146362304688,75.32710266113281,53.583614349365234,62.93035125732422,55.23579788208008,72.06144714355469,29.221141815185547,18.266084671020508,13.912117958068848,18.341211318969727,11.607742309570312,9.65883731842041,11.168601989746094,11.400602340698242,9.987699508666992,8.962363243103027,9.298361778259277,9.466886520385742,8.423468589782715,8.702869415283203,9.275314331054688,8.679119110107422,7.320083141326904,7.932865142822266,7.432078838348389,blues
blues.00005.wav,0.23823639750480652,0.08363857120275497,0.28920334577560425,0.10346758365631104,0.0039827520959079266,0.06310904771089554,1831.9423675966689,1031258.998557134,1015.5092311530871,1729.483241126701,202028.18545634655,449.475455899815,3480.9372845818016,3276524.931914749,1810.1173807006962,0.09403986975135449,0.006237169845177415,0.07897575479333778,-177.86904907226562,118.19690704345703,-17.550674438476562,30.758634567260742,-21.742746353149414,11.903801918029785,-20.7342472076416,3.1805975437164307,-8.583483695983887,-0.9364872574806213,-11.776274681091309,-2.4206137657165527,-9.339365005493164,-9.939324378967285,-3.9098925590515137,-5.570623874664307,-1.839023232460022,-2.7784206867218018,-3.046865940093994,-8.115808486938477,7301.5009765625,3197.566650390625,654.5805053710938,486.10498046875,433.71728515625,266.2146301269531,169.8638916015625,133.79025268554688,172.3551483154297,100.1853256225586,76.58626556396484,78.48579406738281,80.32833099365234,47.576358795166016,60.072689056396484,72.56111907958984,68.75463104248047,42.44230651855469,39.840885162353516,46.307640075683594,85.44882202148438,56.54703140258789,25.58477020263672,22.047788619995117,20.82588005065918,16.316085815429688,13.033184051513672,11.566773414611816,13.128410339355469,10.009262084960938,8.751358032226562,8.859220504760742,8.962607383728027,6.897562026977539,7.750657558441162,8.518281936645508,8.291841506958008,6.514776229858398,6.3119635581970215,6.804971694946289,blues
blues.00006.wav,0.42548447847366333,0.13387911021709442,0.36589494347572327,0.141795814037323,0.008802860975265503,0.09382355958223343,1459.0784827344287,438092.64058806375,661.885670329902,1388.9133116502305,185154.84295953013,430.29622698732805,2795.6164286232583,1622671.8507913006,1273.8413758358222,0.07302790308146284,0.0019095948180740175,0.0436989109483751,-190.14947509765625,130.2969512939453,-36.344139099121094,33.0130500793457,11.106935501098633,-0.6151583790779114,-20.862009048461914,0.27009108662605286,-6.489759922027588,-5.517093181610107,-7.840328216552734,-3.125678300857544,-6.593118190765381,-9.942267417907715,-6.5372233390808105,-10.064753532409668,-10.912171363830566,-6.972477912902832,-3.449033260345459,-6.495510101318359,9652.005859375,1934.213623046875,1307.6868896484375,480.36663818359375,1084.4847412109375,280.8790283203125,152.25436401367188,102.98526000976562,131.02537536621094,153.5783233642578,87.50788879394531,64.24434661865234,79.17044830322266,63.159671783447266,86.4365234375,83.29588317871094,56.95033264160156,38.26139831542969,48.08054733276367,70.03428649902344,98.24462127685547,43.97969436645508,36.16195297241211,21.917268753051758,32.931514739990234,16.759445190429688,12.339139938354492,10.148165702819824,11.44663143157959,12.392672538757324,9.354564666748047,8.015256881713867,8.897777557373047,7.947306156158447,9.297124862670898,9.126657485961914,7.546544551849365,6.185579776763916,6.934013843536377,8.36864948272705,blues
blues.00007.wav,0.2621435225009918,0.06280167400836945,0.2506026327610016,0.13178548216819763,0.005533743649721146,0.07438913732767105,1451.7541466600387,449905.5884152183,670.7500193180902,1577.3699166309077,168343.16701758036,410.2964379781774,2955.348796076819,1630056.214819886,1276.7365487131187,0.06143500266060371,0.001850010001473945,0.043011742599829005,-179.3954315185547,136.45924377441406,-26.65635871887207,39.9880256652832,5.289676666259766,10.92442798614502,-20.5618896484375,8.513765335083008,-11.356908798217773,-3.4690773487091064,-8.414555549621582,-6.954826354980469,-3.5445356369018555,-8.051241874694824,-8.9595365524292,-8.424336433410645,-10.558883666992188,-10.78815746307373,-4.6937479972839355,-8.638612747192383,6575.888671875,1480.36767578125,591.8713989257812,352.7843017578125,650.4816284179688,136.37631225585938,163.8408660888672,151.41555786132812,172.0870361328125,178.34803771972656,147.5911102294922,83.75648498535156,93.35331726074219,57.40787124633789,82.28951263427734,70.54933166503906,51.990657806396484,60.487361907958984,65.59451293945312,56.34828567504883,81.09185028076172,38.475547790527344,24.328407287597656,18.78255271911621,25.504541397094727,11.678027153015137,12.800033569335938,12.305103302001953,13.118194580078125,13.354701042175293,12.14870834350586,9.151857376098633,9.661952018737793,7.576798439025879,9.071356773376465,8.399365425109863,7.210454940795898,7.77736234664917,8.099043846130371,7.50654935836792,blues
blues.00008.wav,0.31948843598365784,0.052913352847099304,0.23002903163433075,0.1424380987882614,0.001507762004621327,0.03882991150021553,1719.2131626636947,163386.40658572462,404.21084422084056,2031.6438835817446,105612.91204136852,324.9814026084701,3781.318801549197,1262939.9376232263,1123.8060053333165,0.06402757957623839,0.0007318890633277895,0.02705344827055859,-121.36102294921875,122.51310729980469,-14.742130279541016,46.1434440612793,-8.165332794189453,20.176525115966797,-19.172475814819336,23.05561637878418,-11.8305025100708,21.17700958251953,-6.721189975738525,7.010944843292236,-12.741830825805664,5.066003799438477,-5.175477504730225,-1.4440242052078247,-7.037069320678711,2.697451591491699,3.40980863571167,-2.698352813720703,2624.171142578125,414.89593505859375,341.42047119140625,193.5964813232422,176.927978515625,107.05155181884766,57.69819259643555,76.80790710449219,42.54375457763672,58.34867858886719,48.956382751464844,56.072696685791016,61.87081527709961,50.54621505737305,32.90092849731445,50.522850036621094,28.890548706054688,36.93862533569336,33.73883056640625,36.06932830810547,51.22666549682617,20.368993759155273,18.47756576538086,13.913895606994629,13.301427841186523,10.346571922302246,7.595932483673096,8.764012336730957,6.522557258605957,7.6386308670043945,6.996883869171143,7.488170623779297,7.865800380706787,7.109586238861084,5.735933303833008,7.107942581176758,5.374992847442627,6.0777153968811035,5.808513641357422,6.00577449798584,blues
blues.00009.wav,0.24839763343334198,0.08758457750082016,0.2959469258785248,0.08135201781988144,0.004348332528024912,0.06594188511371613,1817.5163862399386,298293.30398224614,546.162342149517,1973.7390701415939,114162.2542880081,337.87905275114065,3944.451148443547,1367518.0562135843,1169.4092766066055,0.0792153184258901,0.001376557806953003,0.03710199195397739,-213.18080139160156,115.15279388427734,-11.716266632080078,39.02946853637695,-20.35275650024414,13.082405090332031,-9.173481941223145,9.016148567199707,-14.097914695739746,4.2781782150268555,-6.039595127105713,3.78477144241333,0.2256675660610199,-5.113637447357178,-0.41306421160697937,-1.1845370531082153,-1.9207146167755127,-2.2937276363372803,2.891265869140625,-4.233204364776611,6133.96533203125,798.6773681640625,668.7997436523438,350.6810302734375,532.2277221679688,279.0086975097656,126.84019470214844,68.02848052978516,110.14544677734375,92.52256774902344,84.94229888916016,104.52202606201172,76.3855209350586,85.43632507324219,104.0728988647461,59.33858108520508,58.44388961791992,83.26805877685547,77.03244018554688,91.53433990478516,78.31963348388672,28.260881423950195,25.861162185668945,18.726478576660156,23.07006072998047,16.703554153442383,11.262334823608398,8.24793815612793,10.495019912719727,9.618865013122559,9.216414451599121,10.223601341247559,8.73988151550293,9.24317741394043,10.20161247253418,7.70315408706665,7.64486026763916,9.125133514404297,8.776812553405762,9.567358016967773,blues
